lead_id,source,campaign,region,role,prior_course_interest,page_views,last_touch_days,recency_days,email_opens,webinar_attended,form_submissions,prior_purchases,region_engagement_score,time_spent_minutes,label_conversion,label_class
LEAD-101648,Organic,Summer2025,Europe,Manager,Machine Learning; Strategy,15,13,7,0,Yes,4,1,54.87,189,0,Cold
LEAD-101196,LinkedIn,Webinar2025,Europe,Manager,Leadership; Data Science,21,6,19,7,Yes,4,0,51.65,143,0,Cold
LEAD-101508,Organic,Webinar2025,Asia,Director,Machine Learning; Data Science; Strategy,5,10,28,5,Yes,1,0,43.87,189,0,Hot
LEAD-101239,LinkedIn,Webinar2025,Australia,Analyst,Data Science,23,12,16,9,Yes,3,1,67.37,119,0,Cold
LEAD-100483,Facebook,Spring2025,Asia,Director,Machine Learning,21,3,27,8,Yes,1,1,54.17,175,1,Warm
LEAD-101630,Organic,Webinar2025,North America,Manager,Strategy,22,8,14,8,Yes,3,1,32.2,237,0,Cold
LEAD-101771,Organic,Webinar2025,Europe,Director,Machine Learning; Marketing; Leadership,11,9,3,5,No,0,1,54.35,172,0,Cold
LEAD-100244,Google Ads,Spring2025,North America,Director,Marketing; Data Science,38,0,2,8,No,2,3,90.29,204,1,Warm
LEAD-100787,Facebook,Summer2025,Asia,Intern,Machine Learning,31,6,4,8,Yes,3,1,65.47,182,1,Hot
LEAD-101978,Organic,Summer2025,North America,Intern,Marketing,26,12,4,2,No,2,1,46.65,66,0,Cold
LEAD-100914,Organic,Spring2025,Asia,Intern,Machine Learning,26,13,11,7,Yes,1,0,25.83,138,0,Warm
LEAD-100113,Google Ads,Spring2025,North America,Manager,Strategy,31,10,29,6,No,2,1,96.64,217,1,Hot
LEAD-101608,Google Ads,Summer2025,Europe,Analyst,Leadership; Machine Learning; Data Science,8,11,20,0,Yes,4,0,35.53,156,0,Warm
LEAD-100502,LinkedIn,Spring2025,Europe,Director,Strategy,26,10,26,10,No,4,0,102.35,7,1,Cold
LEAD-100889,LinkedIn,Summer2025,Europe,Manager,Data Science; Leadership,18,6,30,4,No,3,1,19.85,228,0,Cold
LEAD-101354,Facebook,Webinar2025,Asia,Manager,Marketing,8,9,19,3,No,2,0,51.51,194,0,Cold
LEAD-100709,Referral,Spring2025,Australia,VP,Machine Learning; Strategy; Leadership,17,3,17,4,No,0,3,102.13,176,1,Cold
LEAD-101506,Organic,Spring2025,Asia,Manager,Marketing; Machine Learning; Leadership,14,8,11,1,Yes,5,0,68.13,294,0,Cold
LEAD-101737,Facebook,Spring2025,Europe,VP,Marketing; Leadership; Data Science,12,6,17,7,Yes,5,0,46.4,73,0,Cold
LEAD-100794,Google Ads,Spring2025,Europe,Director,Marketing; Data Science,26,5,17,6,No,0,3,60.58,55,1,Hot
LEAD-101564,Referral,Spring2025,Europe,VP,Strategy; Leadership,21,12,1,7,No,1,0,65.7,68,0,Cold
LEAD-101806,Organic,Spring2025,Europe,Director,Strategy; Data Science; Machine Learning,28,17,11,0,Yes,1,0,56.25,230,0,Cold
LEAD-101589,LinkedIn,Spring2025,Australia,Director,Marketing; Machine Learning; Data Science,28,20,6,3,No,1,1,39.07,30,0,Cold
LEAD-101932,Facebook,Webinar2025,North America,Analyst,Machine Learning; Strategy,15,14,5,0,Yes,2,0,44.69,84,0,Warm
LEAD-100605,Google Ads,Webinar2025,Asia,Director,Data Science; Marketing; Leadership,23,4,2,10,No,1,2,94.8,42,1,Warm
LEAD-101538,Google Ads,Webinar2025,Australia,VP,Leadership; Marketing; Strategy,11,20,5,2,No,5,1,44.19,244,0,Cold
LEAD-101390,LinkedIn,Webinar2025,Australia,Analyst,Data Science; Machine Learning,14,18,27,8,No,1,0,62.69,25,0,Cold
LEAD-100271,Google Ads,Spring2025,Asia,Director,Strategy,31,5,18,5,Yes,5,2,66.04,167,1,Warm
LEAD-101271,LinkedIn,Summer2025,Asia,Manager,Strategy; Machine Learning,16,15,13,0,Yes,3,1,43.21,280,0,Cold
LEAD-101491,Google Ads,Spring2025,Asia,Analyst,Machine Learning,25,10,23,7,No,1,1,49.84,293,0,Hot
LEAD-101919,Referral,Summer2025,Asia,VP,Strategy,29,7,8,6,No,5,0,53.39,13,0,Cold
LEAD-101017,Organic,Spring2025,North America,Manager,Machine Learning; Leadership,3,5,28,2,No,3,1,37.92,238,0,Warm
LEAD-101281,Google Ads,Spring2025,North America,Director,Machine Learning; Data Science,10,8,8,1,No,4,0,47.65,54,0,Cold
LEAD-100357,Referral,Summer2025,Europe,Director,Marketing,39,8,10,10,No,3,3,102.24,135,1,Hot
LEAD-101360,Referral,Spring2025,Europe,Manager,Machine Learning; Strategy; Marketing,7,15,7,3,Yes,4,1,65.0,39,0,Cold
LEAD-101228,LinkedIn,Summer2025,Australia,Analyst,Data Science; Marketing,20,7,21,0,Yes,1,0,67.04,222,0,Cold
LEAD-100180,LinkedIn,Webinar2025,North America,Intern,Strategy,26,8,16,10,Yes,2,1,86.58,117,1,Warm
LEAD-101416,Google Ads,Summer2025,North America,Analyst,Marketing; Strategy; Data Science,16,17,21,8,No,3,1,55.75,281,0,Cold
LEAD-100973,Facebook,Webinar2025,North America,Intern,Data Science; Machine Learning; Strategy,6,19,1,7,Yes,5,0,47.59,81,0,Cold
LEAD-100131,Google Ads,Summer2025,North America,Analyst,Marketing; Machine Learning,30,2,9,6,No,5,0,54.72,297,1,Warm
LEAD-101169,LinkedIn,Webinar2025,Europe,Manager,Data Science; Marketing,3,18,12,-1,No,3,0,21.59,102,0,Warm
LEAD-101129,Referral,Summer2025,Australia,Manager,Machine Learning; Strategy,9,18,6,2,No,4,1,60.81,292,0,Cold
LEAD-101865,Facebook,Summer2025,North America,Analyst,Machine Learning; Strategy,23,19,29,0,No,1,1,34.43,281,0,Cold
LEAD-101527,LinkedIn,Webinar2025,Europe,Manager,Leadership,8,13,22,0,Yes,5,1,46.37,84,0,Cold
LEAD-101587,Organic,Summer2025,Australia,Director,Data Science,6,20,7,5,Yes,2,1,40.95,263,0,Warm
LEAD-100611,Referral,Webinar2025,Europe,Analyst,Strategy,26,2,30,3,No,4,1,77.7,249,1,Cold
LEAD-101694,Facebook,Webinar2025,Europe,Intern,Data Science; Leadership; Strategy,14,9,6,1,No,3,1,51.47,32,0,Hot
LEAD-101139,Google Ads,Summer2025,Australia,Director,Marketing; Strategy,9,9,29,2,Yes,3,1,26.96,17,0,Warm
LEAD-100383,Facebook,Spring2025,Europe,VP,Leadership; Strategy; Marketing,20,5,23,10,No,2,3,79.28,93,1,Warm
LEAD-101047,LinkedIn,Webinar2025,North America,Intern,Leadership; Machine Learning; Strategy,18,17,20,2,No,5,0,74.1,230,0,Hot
LEAD-101720,Organic,Summer2025,Asia,Director,Strategy,13,10,17,8,Yes,5,1,23.38,119,0,Cold
LEAD-101233,Referral,Summer2025,Asia,Intern,Leadership; Data Science,12,8,23,8,No,0,0,49.49,295,0,Warm
LEAD-100715,Facebook,Spring2025,North America,Manager,Strategy; Machine Learning,33,1,13,7,Yes,2,3,82.15,161,1,Warm
LEAD-101049,Facebook,Webinar2025,Asia,Manager,Data Science,8,17,3,0,Yes,3,0,31.22,160,0,Cold
LEAD-100083,Facebook,Spring2025,Asia,Intern,Leadership; Marketing; Machine Learning,39,0,5,11,No,4,2,64.13,32,1,Hot
LEAD-101157,Organic,Summer2025,Asia,Intern,Machine Learning; Data Science,7,12,28,5,No,0,0,45.15,276,0,Cold
LEAD-101832,Google Ads,Spring2025,North America,Analyst,Strategy; Data Science,16,10,3,0,Yes,5,1,35.12,53,0,Warm
LEAD-101911,Referral,Summer2025,Asia,Analyst,Leadership; Marketing; Machine Learning,24,20,6,3,Yes,2,1,64.1,21,0,Cold
LEAD-100573,Organic,Summer2025,Asia,Manager,Marketing; Machine Learning,18,7,30,4,No,3,2,56.54,18,1,Hot
LEAD-100473,Facebook,Summer2025,Asia,Intern,Marketing; Leadership,19,8,9,7,No,5,0,78.79,269,1,Warm
LEAD-101065,Referral,Summer2025,North America,Manager,Strategy; Data Science; Marketing,8,17,13,2,Yes,5,0,60.04,6,0,Cold
LEAD-101028,Facebook,Webinar2025,Australia,Manager,Marketing,19,12,3,2,No,5,0,32.49,270,0,Warm
LEAD-100618,LinkedIn,Spring2025,Australia,Analyst,Marketing,39,7,29,8,No,2,1,77.17,65,1,Hot
LEAD-100105,Google Ads,Webinar2025,Asia,VP,Machine Learning,13,7,0,4,No,1,2,94.75,231,1,Warm
LEAD-100584,Organic,Spring2025,Europe,Director,Machine Learning,14,7,26,9,No,4,2,58.35,266,1,Warm
LEAD-101341,Organic,Webinar2025,Asia,VP,Leadership; Machine Learning,18,20,21,0,No,0,0,58.88,12,0,Warm
LEAD-100865,Facebook,Summer2025,Europe,Intern,Marketing; Machine Learning,9,5,2,1,No,5,0,30.6,133,0,Warm
LEAD-100359,Google Ads,Spring2025,Australia,VP,Marketing; Data Science,16,0,16,10,Yes,4,1,51.93,118,1,Warm
LEAD-100917,Referral,Webinar2025,Asia,Analyst,Marketing,27,7,15,1,Yes,4,0,58.07,14,0,Cold
LEAD-100241,Google Ads,Spring2025,Australia,VP,Marketing,33,6,18,3,Yes,0,0,86.44,248,1,Hot
LEAD-101124,Organic,Webinar2025,Australia,Analyst,Marketing,5,12,5,0,No,1,1,57.18,77,0,Cold
LEAD-100407,Google Ads,Spring2025,North America,Director,Leadership; Strategy,32,8,7,11,Yes,5,3,78.31,243,1,Hot
LEAD-100704,Google Ads,Webinar2025,Asia,Director,Data Science; Machine Learning; Marketing,35,10,25,7,Yes,5,0,75.96,10,1,Hot
LEAD-101107,Google Ads,Summer2025,North America,Director,Machine Learning,7,5,13,5,No,1,1,29.88,292,0,Cold
LEAD-100696,Referral,Webinar2025,North America,Director,Data Science,38,9,16,9,Yes,1,2,92.58,100,1,Cold
LEAD-101881,LinkedIn,Summer2025,Asia,Analyst,Leadership,13,14,26,2,No,5,1,51.8,274,0,Warm
LEAD-101467,LinkedIn,Webinar2025,Asia,Intern,Strategy; Marketing,22,18,11,6,Yes,5,1,71.13,90,0,Cold
LEAD-100871,Google Ads,Webinar2025,Asia,Intern,Data Science; Leadership; Marketing,10,10,22,7,No,3,0,56.48,117,0,Warm
LEAD-101347,LinkedIn,Spring2025,Australia,Director,Data Science; Strategy,19,17,2,8,Yes,3,1,70.22,139,0,Cold
LEAD-101229,LinkedIn,Spring2025,Europe,Analyst,Strategy,26,14,11,5,Yes,0,0,48.51,15,0,Warm
LEAD-101633,Google Ads,Spring2025,Australia,Intern,Strategy,15,6,18,2,Yes,4,1,33.46,272,0,Cold
LEAD-101108,Organic,Spring2025,Asia,Manager,Data Science; Machine Learning,28,5,12,7,No,1,0,55.81,266,0,Cold
LEAD-100042,LinkedIn,Webinar2025,North America,Manager,Machine Learning; Data Science; Marketing,25,1,29,4,Yes,5,1,47.89,253,1,Warm
LEAD-100869,Google Ads,Spring2025,Europe,VP,Data Science; Machine Learning; Leadership,21,8,30,7,Yes,2,0,61.18,124,0,Warm
LEAD-101927,LinkedIn,Summer2025,Australia,Director,Strategy,26,5,4,4,No,2,1,48.85,40,0,Cold
LEAD-101891,Organic,Spring2025,Australia,Analyst,Data Science,15,10,23,0,Yes,3,0,24.58,196,0,Warm
LEAD-101582,Google Ads,Webinar2025,North America,Intern,Marketing; Strategy,8,8,30,5,Yes,5,0,62.5,71,0,Warm
LEAD-101532,Facebook,Spring2025,North America,Director,Marketing; Strategy,30,6,7,3,No,1,0,51.26,106,0,Warm
LEAD-101464,Referral,Spring2025,North America,Analyst,Leadership,11,14,3,3,No,5,1,18.58,74,0,Cold
LEAD-100404,LinkedIn,Webinar2025,Europe,Analyst,Strategy; Leadership; Marketing,20,9,6,11,No,4,2,94.7,228,1,Cold
LEAD-101473,Facebook,Webinar2025,North America,VP,Data Science; Marketing; Strategy,1,20,4,1,Yes,5,0,59.4,69,0,Cold
LEAD-101150,Google Ads,Webinar2025,Australia,Director,Machine Learning; Leadership; Strategy,8,5,28,1,No,5,0,40.75,143,0,Hot
LEAD-100732,Google Ads,Webinar2025,North America,Manager,Leadership; Marketing,23,10,18,7,Yes,4,1,90.93,23,1,Warm
LEAD-101173,Google Ads,Spring2025,Australia,Manager,Machine Learning; Leadership; Strategy,12,10,14,-1,Yes,2,0,55.72,93,0,Warm
LEAD-100979,Google Ads,Summer2025,North America,Intern,Machine Learning,16,6,21,4,Yes,1,1,48.41,39,0,Cold
LEAD-101714,Referral,Spring2025,North America,Analyst,Leadership; Machine Learning,31,8,6,1,No,4,0,53.02,137,0,Cold
LEAD-101834,Referral,Spring2025,Asia,Intern,Leadership,16,15,13,5,Yes,2,1,58.11,200,0,Cold
LEAD-100908,Google Ads,Webinar2025,Europe,Intern,Marketing; Strategy; Data Science,16,6,9,4,Yes,4,1,28.77,46,0,Warm
LEAD-100970,Referral,Summer2025,Europe,Manager,Data Science,13,14,18,7,Yes,2,1,34.89,15,0,Warm
LEAD-101023,Google Ads,Spring2025,Australia,Manager,Data Science,18,14,12,0,No,5,0,51.28,148,0,Warm
LEAD-100748,Organic,Spring2025,Asia,Director,Marketing; Strategy,23,9,25,2,No,0,3,89.25,81,1,Hot
LEAD-101072,Google Ads,Spring2025,North America,Manager,Data Science; Strategy,22,16,28,6,Yes,0,0,37.25,145,0,Cold
LEAD-100035,Organic,Webinar2025,North America,Analyst,Data Science; Leadership,18,10,15,9,Yes,2,2,71.75,189,1,Cold
LEAD-100501,Google Ads,Summer2025,Europe,VP,Data Science; Machine Learning; Strategy,38,6,14,7,No,5,0,75.81,231,1,Warm
LEAD-100519,Facebook,Spring2025,Europe,Analyst,Data Science,33,6,18,12,No,4,3,92.61,211,1,Warm
LEAD-101004,Facebook,Webinar2025,Europe,Manager,Leadership; Strategy; Machine Learning,17,9,5,1,Yes,3,1,35.03,108,0,Cold
LEAD-101452,Facebook,Summer2025,Europe,VP,Marketing; Data Science; Machine Learning,21,5,28,3,Yes,3,0,23.97,228,0,Cold
LEAD-100353,Organic,Spring2025,Asia,Analyst,Leadership; Data Science; Marketing,16,7,12,9,Yes,1,1,56.14,279,1,Hot
LEAD-101066,Organic,Summer2025,Europe,Analyst,Marketing,20,12,20,3,No,1,1,51.09,29,0,Cold
LEAD-100860,Facebook,Webinar2025,Australia,VP,Machine Learning,12,11,23,3,Yes,1,0,32.42,51,0,Cold
LEAD-100345,Google Ads,Summer2025,Asia,VP,Marketing; Leadership,17,3,21,5,No,1,1,93.8,116,1,Cold
LEAD-100652,Referral,Summer2025,Australia,VP,Data Science; Leadership; Machine Learning,34,6,30,13,Yes,2,0,77.68,173,1,Warm
LEAD-100019,LinkedIn,Webinar2025,Asia,Analyst,Leadership; Strategy; Machine Learning,25,8,28,10,No,4,3,96.87,284,1,Hot
LEAD-101105,Referral,Webinar2025,North America,Manager,Leadership; Machine Learning; Marketing,13,17,17,6,Yes,0,0,52.13,154,0,Warm
LEAD-101912,Facebook,Spring2025,North America,Director,Strategy; Marketing,24,11,0,8,No,3,1,52.75,285,0,Cold
LEAD-100846,Referral,Webinar2025,Europe,Manager,Marketing,25,7,1,0,Yes,3,0,31.71,17,0,Warm
LEAD-100235,Google Ads,Spring2025,Europe,Analyst,Leadership,31,1,27,11,Yes,4,2,70.73,247,1,Hot
LEAD-100935,Organic,Webinar2025,Europe,VP,Marketing; Machine Learning; Leadership,18,12,18,7,No,0,0,33.67,50,0,Warm
LEAD-101059,Facebook,Webinar2025,Europe,Manager,Strategy,8,18,3,3,Yes,1,1,20.39,5,0,Cold
LEAD-100079,Facebook,Webinar2025,Australia,Intern,Marketing,21,7,19,13,No,1,0,81.83,32,1,Warm
LEAD-101294,Referral,Spring2025,Europe,Analyst,Strategy; Machine Learning,27,7,19,2,No,2,1,56.09,60,0,Hot
LEAD-101554,Google Ads,Summer2025,Asia,Manager,Marketing; Leadership; Strategy,13,20,26,1,Yes,5,0,43.96,212,0,Cold
LEAD-101264,Facebook,Spring2025,Europe,VP,Data Science; Machine Learning; Leadership,25,8,11,0,No,3,0,22.7,42,0,Cold
LEAD-100261,Google Ads,Webinar2025,North America,Manager,Leadership; Machine Learning; Marketing,20,2,10,5,Yes,4,1,84.54,114,1,Warm
LEAD-101375,Google Ads,Webinar2025,Europe,Intern,Data Science; Strategy,6,12,27,6,Yes,0,1,39.04,133,0,Warm
LEAD-101879,Organic,Spring2025,Asia,Intern,Marketing; Data Science,11,8,19,7,No,2,0,59.8,299,0,Cold
LEAD-101724,Organic,Summer2025,Asia,Intern,Marketing,11,12,24,4,Yes,0,1,62.58,296,0,Hot
LEAD-100144,LinkedIn,Spring2025,Australia,Director,Leadership,38,0,20,5,Yes,5,2,97.29,83,1,Hot
LEAD-101465,Referral,Webinar2025,Australia,VP,Marketing,12,12,4,5,No,1,1,34.91,137,0,Cold
LEAD-101723,Facebook,Spring2025,Europe,VP,Machine Learning,27,17,28,5,No,2,0,25.22,296,0,Hot
LEAD-100190,Referral,Webinar2025,Asia,Intern,Leadership,24,1,24,7,Yes,5,3,60.11,29,1,Hot
LEAD-100885,Organic,Webinar2025,Europe,Director,Strategy; Marketing; Machine Learning,18,5,24,6,No,4,0,48.45,277,0,Cold
LEAD-100740,LinkedIn,Spring2025,North America,VP,Machine Learning; Data Science,20,6,13,10,No,3,1,92.71,72,1,Hot
LEAD-100134,Organic,Spring2025,Asia,Intern,Data Science; Strategy; Marketing,25,3,17,3,Yes,5,1,92.08,51,1,Cold
LEAD-100942,Referral,Webinar2025,Asia,Manager,Machine Learning; Strategy; Data Science,25,17,24,0,Yes,5,0,40.69,299,0,Cold
LEAD-100593,Google Ads,Summer2025,Europe,Intern,Leadership; Machine Learning,34,6,5,7,No,2,3,95.98,187,1,Hot
LEAD-101305,Google Ads,Spring2025,Asia,Manager,Marketing,22,15,17,0,Yes,2,0,39.69,32,0,Cold
LEAD-100423,LinkedIn,Webinar2025,Asia,Manager,Leadership; Data Science; Strategy,22,0,29,8,No,1,0,87.92,93,1,Warm
LEAD-101077,Google Ads,Spring2025,Australia,VP,Machine Learning; Leadership; Strategy,4,6,4,1,No,2,0,47.31,129,0,Cold
LEAD-100021,LinkedIn,Webinar2025,Australia,Director,Data Science,17,4,17,3,Yes,3,1,55.27,268,1,Warm
LEAD-100392,Google Ads,Webinar2025,Europe,VP,Marketing,39,0,2,9,No,3,2,59.01,109,1,Hot
LEAD-100065,Google Ads,Webinar2025,Asia,VP,Data Science,19,5,2,12,Yes,1,1,61.78,45,1,Warm
LEAD-100835,Google Ads,Webinar2025,Australia,Director,Data Science; Marketing; Leadership,16,20,9,1,No,0,0,63.41,7,0,Cold
LEAD-101224,Facebook,Spring2025,Europe,Director,Leadership; Strategy; Machine Learning,24,18,29,4,No,0,1,40.41,93,0,Cold
LEAD-101698,LinkedIn,Spring2025,North America,Analyst,Machine Learning; Leadership; Strategy,31,15,30,5,No,4,1,65.77,82,0,Cold
LEAD-101238,Referral,Summer2025,North America,Intern,Strategy; Machine Learning,9,5,21,0,Yes,3,0,71.69,293,0,Hot
LEAD-101328,Google Ads,Summer2025,North America,VP,Strategy; Marketing; Leadership,24,13,14,9,Yes,1,1,63.3,100,0,Cold
LEAD-101496,Facebook,Summer2025,North America,Manager,Machine Learning; Leadership,6,18,23,0,Yes,2,0,50.87,290,0,Warm
LEAD-100809,Facebook,Summer2025,North America,Manager,Leadership; Strategy; Machine Learning,25,9,18,7,No,2,1,52.04,271,0,Cold
LEAD-100210,Facebook,Webinar2025,Australia,Manager,Leadership,35,3,16,9,Yes,0,3,95.28,283,1,Hot
LEAD-100478,Referral,Spring2025,Australia,Intern,Machine Learning; Data Science,34,4,22,6,Yes,0,0,58.16,204,1,Warm
LEAD-101693,LinkedIn,Webinar2025,Australia,VP,Machine Learning; Strategy; Data Science,17,19,23,0,No,5,1,50.3,124,0,Cold
LEAD-100179,LinkedIn,Spring2025,Australia,Analyst,Leadership; Marketing,17,5,18,12,Yes,2,2,67.28,76,1,Hot
LEAD-100876,LinkedIn,Webinar2025,Asia,Analyst,Data Science; Machine Learning; Strategy,11,5,29,7,No,1,0,42.49,270,0,Cold
LEAD-100879,Organic,Summer2025,North America,Director,Strategy; Marketing,18,6,8,0,No,0,0,30.69,261,0,Cold
LEAD-101968,Referral,Spring2025,North America,Intern,Machine Learning; Data Science; Strategy,34,20,19,6,No,2,0,65.53,85,0,Cold
LEAD-101580,Organic,Summer2025,Europe,Intern,Data Science,24,9,12,1,Yes,2,0,37.0,122,0,Cold
LEAD-101818,LinkedIn,Summer2025,Australia,Manager,Marketing; Leadership; Strategy,7,5,12,9,No,0,0,46.11,131,0,Cold
LEAD-100480,Google Ads,Webinar2025,North America,Analyst,Leadership,25,1,20,6,Yes,1,0,83.7,111,1,Warm
LEAD-101436,Facebook,Summer2025,Europe,Manager,Strategy; Machine Learning,11,13,25,2,No,4,0,34.54,146,0,Warm
LEAD-101709,Referral,Webinar2025,Australia,Manager,Leadership; Strategy,15,18,2,3,No,2,0,36.64,219,0,Cold
LEAD-101586,Organic,Spring2025,North America,Intern,Machine Learning; Strategy; Marketing,6,14,6,5,Yes,4,0,35.73,52,0,Cold
LEAD-100796,Referral,Summer2025,Australia,Manager,Data Science; Leadership; Strategy,34,1,14,2,No,1,3,61.35,157,1,Hot
LEAD-100331,Referral,Summer2025,Asia,Intern,Marketing,33,8,19,1,Yes,2,0,84.04,289,1,Hot
LEAD-101409,LinkedIn,Summer2025,Europe,VP,Marketing; Data Science; Machine Learning,25,14,2,2,No,4,0,48.03,106,0,Cold
LEAD-101995,Referral,Webinar2025,Australia,Manager,Strategy; Data Science; Marketing,20,20,22,0,No,2,0,47.19,12,0,Cold
LEAD-100351,Facebook,Webinar2025,Asia,Director,Data Science; Marketing; Machine Learning,23,6,2,13,Yes,2,2,78.82,143,1,Warm
LEAD-101581,Facebook,Summer2025,Europe,Director,Marketing; Strategy; Leadership,13,10,10,0,Yes,1,1,32.37,263,0,Warm
LEAD-101675,Facebook,Webinar2025,Europe,Analyst,Data Science; Leadership; Marketing,8,18,29,0,No,4,0,44.88,61,0,Cold
LEAD-100795,Organic,Spring2025,Asia,VP,Strategy; Data Science,24,1,6,3,Yes,1,3,79.75,165,1,Cold
LEAD-101602,Organic,Webinar2025,North America,Intern,Data Science,26,11,30,8,No,4,1,57.13,106,0,Warm
LEAD-100978,Facebook,Webinar2025,Asia,Intern,Data Science,25,8,24,0,No,4,1,39.86,14,0,Warm
LEAD-100275,Referral,Summer2025,Australia,Director,Strategy; Machine Learning,36,3,17,8,No,4,2,76.3,267,1,Hot
LEAD-101960,Organic,Summer2025,Asia,Director,Strategy; Leadership; Marketing,12,11,21,1,Yes,1,0,34.67,154,0,Warm
LEAD-100638,LinkedIn,Summer2025,North America,Director,Marketing; Strategy,28,4,25,8,No,5,2,76.28,27,1,Hot
LEAD-101370,Facebook,Webinar2025,Asia,Manager,Strategy,7,19,18,2,No,4,0,39.82,295,0,Warm
LEAD-100174,LinkedIn,Spring2025,North America,Intern,Strategy; Data Science; Leadership,14,1,7,5,Yes,4,2,97.07,91,1,Hot
LEAD-100931,Referral,Summer2025,North America,Manager,Data Science; Leadership; Marketing,7,13,21,4,Yes,1,1,27.89,207,0,Warm
LEAD-100002,Google Ads,Summer2025,Asia,Manager,Marketing; Leadership,33,5,7,8,No,5,2,59.35,157,1,Hot
LEAD-101250,Facebook,Summer2025,Europe,Director,Data Science; Marketing; Machine Learning,31,10,27,2,No,4,1,51.47,102,0,Cold
LEAD-101583,Google Ads,Spring2025,Europe,Analyst,Machine Learning,23,6,5,0,Yes,5,1,46.79,244,0,Cold
LEAD-100382,Organic,Spring2025,Europe,Analyst,Machine Learning,18,5,22,5,Yes,1,2,58.59,244,1,Warm
LEAD-101530,LinkedIn,Spring2025,Europe,VP,Machine Learning; Leadership,28,12,4,8,Yes,0,0,45.21,13,0,Cold
LEAD-100747,Referral,Spring2025,North America,Director,Machine Learning; Leadership; Data Science,26,4,28,2,Yes,0,1,75.63,3,1,Warm
LEAD-101931,Organic,Spring2025,Europe,Analyst,Leadership; Strategy,15,5,18,7,Yes,0,0,40.08,223,0,Cold
LEAD-101474,Referral,Summer2025,North America,Intern,Strategy; Leadership,18,14,1,8,Yes,1,0,53.14,256,0,Cold
LEAD-100419,Facebook,Webinar2025,Australia,Intern,Marketing; Strategy; Data Science,24,4,17,7,No,5,1,81.53,290,1,Cold
LEAD-100463,Organic,Webinar2025,Asia,Analyst,Leadership; Data Science,37,3,8,2,Yes,3,3,94.88,217,1,Hot
LEAD-101636,Facebook,Webinar2025,North America,Intern,Leadership; Machine Learning,29,14,8,3,Yes,1,1,56.42,95,0,Cold
LEAD-101357,LinkedIn,Spring2025,Asia,Manager,Data Science,10,12,26,-1,Yes,0,1,50.13,138,0,Hot
LEAD-100106,Google Ads,Webinar2025,North America,Director,Leadership; Marketing; Data Science,22,2,28,1,No,4,1,65.99,262,1,Warm
LEAD-100981,Organic,Webinar2025,Asia,Intern,Data Science; Leadership,23,17,26,6,No,1,1,32.43,16,0,Cold
LEAD-101074,Organic,Webinar2025,Asia,Director,Strategy; Marketing,23,7,18,-1,Yes,4,1,65.73,229,0,Cold
LEAD-101520,Facebook,Webinar2025,Australia,Analyst,Strategy,29,19,6,8,No,0,1,40.65,158,0,Cold
LEAD-101018,Facebook,Summer2025,Asia,VP,Leadership; Marketing,8,5,10,7,No,0,0,59.9,226,0,Cold
LEAD-100798,Referral,Webinar2025,North America,Intern,Marketing; Data Science,37,4,23,9,No,4,2,74.59,23,1,Cold
LEAD-101854,Organic,Summer2025,Australia,Analyst,Strategy,18,16,29,3,No,0,0,21.12,221,0,Warm
LEAD-101090,Referral,Webinar2025,Australia,VP,Data Science; Leadership,5,12,22,1,No,5,1,55.26,142,0,Cold
LEAD-100082,Google Ads,Spring2025,Asia,Intern,Marketing,22,0,1,5,Yes,5,2,83.19,247,1,Cold
LEAD-101426,Organic,Webinar2025,Australia,VP,Marketing; Data Science; Strategy,7,20,5,6,No,2,1,57.61,269,0,Warm
LEAD-100877,Google Ads,Summer2025,North America,VP,Strategy; Leadership,22,13,25,6,Yes,5,1,24.27,256,0,Cold
LEAD-101679,LinkedIn,Summer2025,North America,Director,Machine Learning,21,18,14,1,No,1,1,24.19,16,0,Warm
LEAD-101796,Referral,Summer2025,Europe,Analyst,Marketing,17,8,20,8,Yes,3,1,58.0,140,0,Hot
LEAD-101716,Facebook,Summer2025,Europe,Intern,Leadership; Machine Learning; Marketing,10,14,19,1,No,3,1,26.18,25,0,Warm
LEAD-100409,Facebook,Spring2025,Asia,VP,Marketing,26,9,27,4,No,3,0,48.56,242,1,Warm
LEAD-100051,LinkedIn,Summer2025,Asia,Analyst,Leadership,11,1,1,11,Yes,2,2,93.16,224,1,Warm
LEAD-100567,LinkedIn,Spring2025,Australia,VP,Marketing,32,9,23,7,Yes,1,0,88.05,25,1,Hot
LEAD-100289,Google Ads,Webinar2025,Asia,Intern,Strategy,40,0,12,12,Yes,4,3,90.67,270,1,Hot
LEAD-100350,Organic,Spring2025,Australia,VP,Strategy,34,2,25,12,Yes,2,1,83.53,141,1,Warm
LEAD-100998,Organic,Summer2025,Europe,Analyst,Data Science,27,15,28,5,No,3,1,55.09,29,0,Warm
LEAD-101249,Referral,Spring2025,North America,Analyst,Leadership; Marketing,15,9,6,5,Yes,2,1,23.54,186,0,Cold
LEAD-100076,Google Ads,Summer2025,Asia,Intern,Strategy; Marketing,23,10,25,4,No,5,0,67.38,162,1,Warm
LEAD-100941,LinkedIn,Spring2025,Asia,VP,Machine Learning,7,19,5,1,Yes,2,1,18.83,133,0,Cold
LEAD-101560,Organic,Summer2025,Asia,Director,Marketing; Data Science,25,13,22,0,No,1,1,43.7,266,0,Cold
